WorkOrderName,DateTime_Received,Address,Cross_Street,ZipCode,Comment,Latitude,Longitude,SubCategory,Hour,Minute,Year,Month,Day,Weekday
WO-0000209378,2017-07-02 11:11:00,80 North 25th Street  San Jose  California 95116  United States,,95116,Been here over a week,37.348425,-121.867793,Garbage and Debris,11,11,2017,7,2,6
WO-0000291081,2015-11-23 00:07:08,1612 Koch Ln  San Jose  CA 95125  USA,,95125,Someone dumped an old RV at Husted and Booksin.,37.273592,-121.903685,Unknown,0,7,2015,11,23,0
WO-0000343338,2019-01-04 19:29:45,1607 Koch Ln  San Jose  CA 95125  USA,,95125,If Laura Wells won’t keep her commitment to provide a mechanism for determining if an abandoned vehicle has moved 1/10th of a mile and if Jim Ortbal won’t return my calls  I’ll get a return on my tax dollars by having my requests closed by a government worker. Someone dumped an old RV at Husted and Booksin. The government workers haven’t done anything about it. I don’t think they’re capable of getting ANYTHING done. The license number is 6tiy589. Certainly Bernie Rosales or Michael Garcia will demonstrate some initiative – if nothing else than by closing my requests. After more than 35 000 requests  you would think that the government workers would do something.,37.27413,-121.90348,Unknown,19,29,2019,1,4,4
WO-0000418558,2021-09-21 21:22:43,Kooser Road & Meridian Avenue,,95118,DIRT IN THE ROADWAY,37.245527,-121.891977,Garbage and Debris,21,22,2021,9,21,1
WO-0000339166,2019-03-19 14:26:37,546 Skall Dr,,95111,WASHING MACHINE ON PARKSTRIP,37.284359,-121.826302,Unknown,14,26,2019,3,19,1
WO-0000008120,2021-01-03 21:13:32,Cresta Vista Way  and Encinal San Jose  CA,,95119,CS Encinal - mattresses,37.2336,-121.795819,Unknown,21,13,2021,1,3,6
WO-0000015471,2017-10-10 02:52:16,Redmond and Crimson,,95120,cabinet & desk,37.228338,-121.886825,Garbage and Debris,2,52,2017,10,10,1
WO-0000335549,2018-07-03 12:36:32,2308 Dobern Ave  San Jose  CA 95116  USA,,95116,The mattress  clothes and garbage is under the 680 overpass on the intersection of Jackson and Dobern Ave,37.352079,-121.837264,Unknown,12,36,2018,7,3,1
WO-0000170670,2019-05-17 19:42:53,1107 Brandybuck Way,,95121,2 black trash bags  grocery bag,37.297721,-121.821816,Unknown,19,42,2019,5,17,4
WO-0000291343,2021-08-27 21:54:55,Lost Trail Court  San Jose  California 95136  United States,,95136,Homeless people in old run down RV have dumped their bikes  metal  traps and garbage on both grass strip and sidewalk. This is private property and police need to be involved. Can’t get this trailer trash to move along with their garbage and abandoned RV.,37.266279,-121.824691,Unknown,21,54,2021,8,27,4
WO-0000319334,2019-09-21 08:17:33,430 W Julian Street  San Jose  California 95110  United States,,95110,Large pile of trash next to electrical controller in parkstrip near foorpath,37.336153,-121.90113,Unknown,8,17,2019,9,21,5
WO-0000236633,2017-09-20 21:25:52,1202 Lodestone Dr,,95132,cs Ohlone misc debris on parkstrip,37.39082,-121.859619,Garbage and Debris,21,25,2017,9,20,2
WO-0000413091,2020-06-06 10:38:38,1166 Tolworth Dr  San Jose  CA 95128  USA,,95128,Someone dumped a tv in the grass across the street from 1166 Tolworth Drive,37.30482,-121.93798,Electronic Waste,10,38,2020,6,6,5
WO-0000077366,2015-05-03 04:17:12,5500 Silver Creek Rd,,95138,dead end of Silver Creek Rd cs San Felipe bags of trash,37.27051,-121.755681,Other,4,17,2015,5,3,6
WO-0000138275,2018-06-09 09:42:17,2234 Galveston Avenue  San Jose  California 95122  United States,,95122,Abandon trash and looks like stolen copper wire scraps,37.311587,-121.842396,Garbage and Debris,9,42,2018,6,9,5
WO-0000046061,2019-09-21 09:00:24,1540 Valley Crest Dr  San Jose  CA 95131  USA,,95131,A tire left along the curb on the grass. Please help clean it up.  Thank you.,37.374387,-121.880976,Other,9,0,2019,9,21,5
WO-0000432288,2016-04-01 13:07:16,3120 Water St  San Jose  CA 95111  USA,,95111,There are things dumped on Water St  by the Head Start Pre School.   All three pics are within feet of each other.  The white sofa is across the street from the main pile and motorcycle.,37.288959,-121.841301,Unknown,13,7,2016,4,1,4
WO-0000026624,2020-08-03 04:21:31,Senter & Wool Creek,,95112,shopping cart w trash,37.312648,-121.852524,Garbage and Debris,4,21,2020,8,3,0
WO-0000015250,2021-02-23 15:54:29,4005 Will Rogers,,95117,mattress,37.307608,-121.971799,Garbage and Debris,15,54,2021,2,23,1
WO-0000146932,2021-02-22 06:43:25,1326 Farringdon Drive  San Jose  California 95127  United States,,95127,Illegal dumping of fridge,37.349819,-121.818588,Other,6,43,2021,2,22,0
WO-0000262257,2020-05-27 20:29:43,2959 Rose Ave  San Jose  CA 95127  USA,,95127,Couches,37.362681,-121.830862,Garbage and Debris,20,29,2020,5,27,2
WO-0000431489,2018-08-27 01:10:43,25 N 13th St,,95112,Carpet and debris,37.343569,-121.879146,Garbage and Debris,1,10,2018,8,27,0
WO-0000369193,2017-01-07 14:11:32,1848 Luke Ct  San Jose  CA 95116  USA,,95116,loveseat,37.342458,-121.841294,Furniture,14,11,2017,1,7,5
WO-0000163133,2017-07-28 08:45:02,371 Greenpark Way  San Jose  California 95136  United States,,95136,Car bumpers dumped in Parkview Park 2,37.268154,-121.844663,Unknown,8,45,2017,7,28,4
WO-0000431983,2020-05-09 22:16:55,1795 Orlando Dr  San Jose  CA 95122  USA,,95122,Junk,37.331627,-121.834084,Garbage and Debris,22,16,2020,5,9,5
WO-0000421531,2017-12-29 23:17:59,Metcalf Road & Malech Road,,95138,Someone dumped large amounts of trash blocking EB lane trash starts at Malech and Metcalf goes a long ways up Metc,37.23039,-121.746806,Garbage and Debris,23,17,2017,12,29,4
WO-0000409929,2019-04-02 07:42:44,679 Albion Dr,,95136,large debris pile in road,37.27018,-121.858463,Unknown,7,42,2019,4,2,1
WO-0000448990,2018-10-19 19:50:04,506 Ella Dr  San Jose  CA 95111  USA,,95111,Next to the sidewalk,37.270045,-121.807065,Furniture,19,50,2018,10,19,4
WO-0000256143,2019-10-20 16:00:54,238 North 12th Street  San Jose  California 95112  United States,,95112,Bed frame and mattress just south of 232 n 12th st.,37.345302,-121.881599,Unknown,16,0,2019,10,20,6
WO-0000342197,2020-05-09 01:47:31,758 Opal Drive  San Jose  CA  USA,,95128,Couch and furniture,37.331935,-121.939408,Unknown,1,47,2020,5,9,5
WO-0000182713,2019-04-28 00:41:46,380 North Autumn Street  San Jose  California 95110  United States,,95110,A bunch of trash and garbage all thrown out.,37.337622,-121.904303,Unknown,0,41,2019,4,28,6
WO-0000407391,2021-10-02 19:00:19,2329 McLaughlin Ave  San Jose  CA 95122  USA,,95122,On street,37.31621,-121.837794,Garbage and Debris,19,0,2021,10,2,5
WO-0000367192,2018-03-16 22:21:49,1180 Brace Ave  San Jose  CA 95125  USA,,95125,Location is in front of 1180 Brace Avenue.,37.303207,-121.901552,Unknown,22,21,2018,3,16,4
WO-0000001013,2015-08-15 22:51:01,Cadillac Drive and Eden Ave,,95117,3 mattress- chair- headboard,37.296863,-121.954444,Unknown,22,51,2015,8,15,5
WO-0000001083,2020-05-29 19:52:27,Mission St & 11th St,,95112,Priority 1- refrigerator at c&g  at Auto body shop-,37.355767,-121.892249,Unknown,19,52,2020,5,29,4
WO-0000366950,2020-11-14 03:25:01,1301 Vine St  San Jose  CA 95110  USA,,95110,Illegal dumping.,37.31392,-121.880362,Garbage and Debris,3,25,2020,11,14,5
WO-0000037729,2020-08-26 11:29:59,Almaden Blvd & San Fernando St,,95113,glass in roadway ifo PGE building,37.332211,-121.893703,Garbage and Debris,11,29,2020,8,26,2
WO-0000023865,2019-07-20 01:23:23,Duffy Way,,95116,c/s Lynette Way- couch- baby car seat- @ c&g,37.349555,-121.850489,Garbage and Debris,1,23,2019,7,20,5
WO-0000292068,2018-10-09 16:25:20,511 S. Tully Rd.,,95112,Broken glass on the sidewalk,37.307174,-121.8499,Unknown,16,25,2018,10,9,1
WO-0000397509,2021-05-21 23:21:11,3139 Alum Rock Ave,,95127,Broken shopping cart next to PLC. Other trash has been collected by GW. Please collect. Thanks.,37.36666,-121.827362,Other,23,21,2021,5,21,4
WO-0000028633,2018-08-30 01:34:09,ocala & hopkins,,95122,lots of clothes,37.334882,-121.829052,Garbage and Debris,1,34,2018,8,30,3
WO-0000358901,2017-04-13 10:26:57,2407 Mather Dr  San Jose  CA 95116  USA,,95116,Trash,37.364327,-121.845674,Unknown,10,26,2017,4,13,3
WO-0000431612,2020-11-24 13:31:05,487 E Julian St  San Jose  CA 95112  USA,,95112,Next to the pole,37.345762,-121.883467,Unknown,13,31,2020,11,24,1
WO-0000358553,2021-12-04 23:04:39,966 Jeanne Ave  San Jose  CA 95116  USA,,95116,There are dressers on the street that have been here many days. Need to be picked up,37.336014,-121.862173,Unknown,23,4,2021,12,4,5
WO-0000001937,2016-08-05 17:11:43,1376 Essex Way,,95117,c/s Payne Ave 2 mattresses,37.299472,-121.956277,Unknown,17,11,2016,8,5,4
WO-0000221807,2019-04-27 04:29:56,2344 Summer Street  San Jose  CA  USA,,95116,Mattresses dumped on Summer St,37.3531,-121.83689,Unknown,4,29,2019,4,27,5
WO-0000333361,2017-12-29 14:41:22,Hayes Avenue & Eagles Lane,,95123,bag of clothing,37.256365,-121.82189,Unknown,14,41,2017,12,29,4
WO-0000189613,2015-08-27 09:29:48,996 Sakura Drive  San Jose  California 95112  United States,,95112,Homeless Dumping and Illegal Structure Build Along Railroad  with Nightly Bondfires,37.357108,-121.894298,Unknown,9,29,2015,8,27,3
WO-0000341400,2019-03-07 21:08:30,700 Race St  San Jose  CA 95126  USA,,95126,Sofa on corner of Paula Street  near Race St.,37.31414,-121.910827,Unknown,21,8,2019,3,7,3
WO-0000189118,2018-12-16 11:37:07,richfield & stevens creek bl,,95122,Mud and debris on sidewalk,37.32312,-121.983831,Yard Waste,11,37,2018,12,16,6
WO-0000151057,2020-03-16 05:05:47,104 n 14th st,,95112,cs st john round upholstered stool,37.344139,-121.878381,Unknown,5,5,2020,3,16,0
WO-0000416302,2019-03-16 23:11:23,3476 Kersten Dr,,95124,C/S Ledgewood Dr  abandoned bike left in front of address.,37.263541,-121.913865,Unknown,23,11,2019,3,16,5
WO-0000291833,2016-03-26 04:15:38,1604 Koch Ln  San Jose  CA 95125  USA,,95125,Someone dumped an old RV at Husted and Booksin.,37.274002,-121.903196,Unknown,4,15,2016,3,26,5
WO-0000101911,2015-08-22 10:47:57,863-873  Prevost Street  San Jose  California  95125  United States,,95125,Furniture dumped by train underpass,37.317994,-121.890882,Furniture,10,47,2015,8,22,5
WO-0000184331,2017-03-25 18:00:12,98 N 10th St,,95112,c/s st John   mattresses on the side of the side walk,37.342118,-121.88181,Unknown,18,0,2017,3,25,5
WO-0000253570,2019-11-22 19:57:57,1114 Branham Lane,,95118,glass on sidewalk,37.262162,-121.877303,Garbage and Debris,19,57,2019,11,22,4
WO-0000062647,2021-04-01 18:58:57,2652-2656 Glen Loman Way  San Jose  CA 95148,,95148,Garbage in plastic bag and barbeque grill,37.32893,-121.8097,Garbage and Debris,18,58,2021,4,1,3
WO-0000325319,2015-08-17 21:35:50,1604 Koch Ln  San Jose  CA 95125  USA,,95125,How many government workers does it take to do nothing about the RV that was dumped at Husted and Booksin? It must be quite a few because I’ve submitted more than 20 000 requests to have this junk dealt with and ABSOLUTELY NOTHING has been done about it.,37.274026,-121.903389,Unknown,21,35,2015,8,17,0
WO-0000077035,2021-06-13 06:19:32,317 N 10th St,,95112,Sofas on southbound-side of N 10th St,37.345508,-121.885014,Furniture,6,19,2021,6,13,6
WO-0000408733,2015-05-29 00:18:12,Ocala Avenue  San Jose  CA  USA,,95122,On Ocala ave between Karl and Hopkins Dr.  sheets of metal,37.339242,-121.833483,Unknown,0,18,2015,5,29,4
WO-0000031379,2021-07-05 19:42:46,Ruby & mantis,,95148,picked up cardboard and trash in roadway. complete,37.334095,-121.783568,Garbage and Debris,19,42,2021,7,5,0
WO-0000432662,2017-11-21 16:12:18,504 Skall Dr  San Jose  CA 95111  USA,,95111,Near sidewalk,37.284124,-121.826866,Unknown,16,12,2017,11,21,1
WO-0000407955,2019-12-10 21:32:55,Monterey & Old Tully,,95125,Junk,37.300241,-121.857798,Garbage and Debris,21,32,2019,12,10,1
WO-0000183805,2021-09-30 12:48:11,388 Sunpark Place  San Jose  California 95136  United States,,95136,Mattress,37.26603,-121.845874,Mattress,12,48,2021,9,30,3
WO-0000006313,2020-05-22 14:48:23,Cas Drive and Cedro,,95111,3 bags of wood-  auto cushion-,37.287115,-121.833896,Unknown,14,48,2020,5,22,4
WO-0000398940,2019-01-12 13:52:44,5677 Hoffman Ct  San Jose  CA 95118  USA,,95118,Mattresses  couch  fridge all in drive way of apartments,37.247939,-121.880666,Unknown,13,52,2019,1,12,5
WO-0000418770,2015-01-01 15:33:16,3201 Williamsburg Dr,,95117,Corner couch,37.297866,-121.952853,Furniture,15,33,2015,1,1,3
WO-0000258852,2015-10-31 14:42:59,30 willow st,,95110,cs Sherman couches  carts  mattresses  misc trash,37.320404,-121.879008,Unknown,14,42,2015,10,31,5
WO-0000403901,2021-06-13 03:54:42,Felipe Avenue  San Jose  CA  USA,,95110,Olinder,37.340231,-121.90728,Unknown,3,54,2021,6,13,6
WO-0000234050,2016-02-17 18:09:40,79 North 17th Street  San Jose  California 95112  United States,,95112,Garbage,37.344574,-121.875031,Garbage and Debris,18,9,2016,2,17,2
WO-0000035845,2019-03-27 06:55:17,Bailey Ave & Monterey Hwy,,95141,truck load of garbage-,37.20808,-121.729299,Unknown,6,55,2019,3,27,2
WO-0000454935,2018-11-06 00:19:19,857 N 12th St  San Jose  CA 95112  USA,,95112,Hedding st  ,37.358433,-121.891518,Unknown,0,19,2018,11,6,1
WO-0000172097,2020-02-03 17:31:17,2350 Canoas Garden Avenue  San Jose  California 95125  United States,,95125,Dumped oil. Corner of Canoas  and Mill pond,37.291928,-121.873298,Other,17,31,2020,2,3,0
WO-0000209433,2020-06-09 10:23:36,3695 Springbrook Ave  San Jose  CA 95148  USA,,95148,Half an innerspring matress dumped on west side Murillo Ave between Springbrook Ave and Satinwood Dr.,37.3302,-121.770949,Mattress,10,23,2020,6,9,1
WO-0000018324,2019-02-14 09:35:13,2905 Old Almaden Rd,,95125,1 mattress @ c&g,37.279603,-121.879413,Mattress,9,35,2019,2,14,3
WO-0000350380,2018-05-31 02:50:12,1109 Beltrami Dr  San Jose  CA 95127  USA,,95127,Story and Beltrami,37.359848,-121.813604,Garbage and Debris,2,50,2018,5,31,3
WO-0000191909,2020-02-01 04:12:40,266 N 4th St,,95112,Chair,37.341669,-121.890242,Furniture,4,12,2020,2,1,5
WO-0000400806,2018-11-18 11:43:40,Coleman Avenue & Newhall Drive,,95110,Mattress blocking 2 lanes of traffic,37.351937,-121.922789,Unknown,11,43,2018,11,18,6
WO-0000257417,2018-12-23 16:03:16,13141 Wool Ave,,95111,Fridge on the street,37.284963,-121.836534,Unknown,16,3,2018,12,23,6
WO-0000116867,2015-12-05 15:34:03,6283-6289 Kelez Court  San Jose  California 95120  United States,,95120,These have been here for at least 2 weeks.,37.228396,-121.87162,Garbage and Debris,15,34,2015,12,5,5
WO-0000082643,2018-05-25 01:40:18,S 9th St & E william st,,95112,mattress  couch  exercise bike,37.332607,-121.876453,Garbage and Debris,1,40,2018,5,25,4
WO-0000428258,2015-11-16 22:34:45,5055 Dent Ave  San Jose  CA 95118  USA,,95118,Couch,37.251474,-121.900728,Furniture,22,34,2015,11,16,0
WO-0000425571,2017-03-12 23:11:23,102 N 14th St,,95112,Trash bags,37.344021,-121.878167,Garbage and Debris,23,11,2017,3,12,6
WO-0000208511,2016-12-29 14:24:48,996 Faris Dr,,95111,6 mattress,37.285044,-121.813944,Mattress,14,24,2016,12,29,3
WO-0000303973,2018-09-27 04:05:38,109 Scharff Avenue  San Jose  California 95116  United States,,95116,Abandoned couch,37.355758,-121.843755,Furniture,4,5,2018,9,27,3
WO-0000338877,2020-05-11 01:38:47,200 Southside Drive  San Jose  CA  USA,,95111,City came last week pickup olot trash they illegally threw corner Southside drive and water Street people from RVs at water Street throw olot garbage again by stop help,37.289756,-121.842412,Unknown,1,38,2020,5,11,0
WO-0000212584,2015-01-16 05:13:48,359 North 5th Street  San Jose  California 95112  United States,,95112,Mattresses on center median,37.343794,-121.890558,Unknown,5,13,2015,1,16,4
WO-0000237526,2018-08-28 14:59:28,Alum Rock & Checkers  San Jose  CA 95116  USA,,95116,Large amount of trash on Checkers Dr and Alum Rock Ave.,37.355517,-121.850077,Unknown,14,59,2018,8,28,1
WO-0000176053,2018-03-31 23:54:12,215 Blossom Hill Road  San Jose  California 95123  United States,,95123,A TV dumped,37.251618,-121.813733,Electronic Waste,23,54,2018,3,31,5
WO-0000024383,2016-02-27 09:57:05,E Virginia St & S 12th St,,95112,P-1  refrigerator -,37.329679,-121.870025,Other,9,57,2016,2,27,5
WO-0000198845,2017-01-09 17:28:53,Branham Lane East and Jarvis,,95111,Mattress,37.267609,-121.821091,Unknown,17,28,2017,1,9,0
WO-0000016101,2017-08-14 15:18:30,1062 Topaz Ave,,95117,c/s Will Rogers mattress  dresser  night stand on sidewalk,37.307381,-121.969508,Mattress,15,18,2017,8,14,0
WO-0000363535,2016-01-31 23:08:19,370 S 18th St  San Jose  CA 95116  USA,,95116,370 - 372 S. 18th St.  Cross Street Williams St.  Dumped Chairs illegally,37.338721,-121.867605,Unknown,23,8,2016,1,31,6
WO-0000363086,2019-05-12 22:34:18,3003 Pitner Ct  San Jose  CA 95148  USA,,95148,Items are on the north side of Quimby Road at Pitner Court.,37.324818,-121.788167,Garbage and Debris,22,34,2019,5,12,6
WO-0000048385,2015-01-01 02:07:28,heller and stowe,,95116,dryer,37.352425,-121.851735,Unknown,2,7,2015,1,1,3
WO-0000263637,2016-08-28 07:19:36,53 Rose Ave  San Jose  CA 95127  USA,,95127,TV,37.363313,-121.82958,Electronic Waste,7,19,2016,8,28,6
WO-0000302233,2015-01-21 14:02:11,1003 Kitchener Cir  San Jose  CA 95121  USA,,95121,Sofa dumped on Tuers Rd.  This is the closest address,37.291722,-121.818294,Furniture,14,2,2015,1,21,2
WO-0000011269,2019-06-09 08:36:05,alexander and madden,,95116,mattress  couches  futon & misc garb,37.364345,-121.840974,Unknown,8,36,2019,6,9,6
WO-0000254385,2019-04-11 09:52:22,7142 Heartland Way  San Jose  California 95135  United States,,95135,Furniture and drawers dumped on left side of San Felipe Road heading south just before Heartland Way.,37.268473,-121.737694,Garbage and Debris,9,52,2019,4,11,3
WO-0000097127,2020-12-22 21:00:06,200-224 Oak St,,95110,Sectional sofa is actually on Oak St (X- S Almaden Ave),37.32039,-121.884014,Other,21,0,2020,12,22,1
WO-0000282319,2020-04-17 05:09:03,433 Osgood Ct  San Jose  CA 95111  USA,,95111,Water heater  furniture  bicycles and debris was dumped on the sidewalk,37.268353,-121.808594,Unknown,5,9,2020,4,17,4
WO-0000238296,2020-05-15 22:47:19,346 Checkers Drive  San Jose  California 95133  United States,,95133,Dumped couch,37.363033,-121.860511,Furniture,22,47,2020,5,15,4
WO-0000407114,2018-02-15 21:15:46,1298 Locust St,,95110,Debris on the sidewalk,37.313753,-121.880876,Unknown,21,15,2018,2,15,3
